0,1,11,0,1,11,0,0,10,0,1,11,0,2,18,0,3,23,0,4,24,0,3,21,0,2,15,0,0,9,0,1,12,0,1,11,0,1,12
1,7,34,1,7,32,0,3,20,0,1,12,0,1,12,0,1,12,0,1,13,0,1,12,0,1,13,0,2,15,0,5,27,1,7,33,1,8,35
0,5,27,0,5,27,0,3,22,0,1,14,0,1,11,0,1,12,0,1,12,0,1,12,0,1,12,0,2,17,0,4,24,0,5,26,0,5,27
0,4,23,0,4,23,0,3,22,0,2,15,0,1,11,0,1,11,0,1,11,0,1,11,0,1,12,0,2,19,0,3,22,0,4,23,0,4,23
0,3,22,0,3,22,0,3,21,0,2,17,0,1,11,0,1,11,0,1,11,0,1,11,0,1,12,0,3,20,0,3,22,0,3,22,0,4,23
0,3,22,0,3,21,0,3,21,0,2,19,0,0,10,0,1,11,0,1,11,0,0,10,0,1,14,0,3,22,0,3,21,0,3,21,0,4,24
0,3,23,0,3,19,0,3,20,0,3,21,0,1,11,0,0,10,0,0,10,0,0,10,0,2,15,0,4,23,0,3,19,0,3,21,0,4,25
0,4,23,0,3,19,0,2,19,0,4,23,0,2,15,0,1,11,0,0,10,0,1,13,0,2,19,0,6,30,0,2,18,0,3,22,0,5,28
0,4,25,0,3,20,0,2,18,0,5,29,0,2,18,0,1,14,0,1,13,0,2,16,0,3,22,0,5,27,0,2,17,0,3,22,0,6,31
0,5,27,0,3,21,0,2,17,1,8,37,0,3,22,0,2,17,0,2,16,0,2,19,0,5,26,0,4,24,0,2,17,0,4,23,1,7,33
0,6,29,0,3,21,0,2,16,1,11,45,0,6,30,0,3,21,0,3,19,0,3,23,1,9,38,0,4,23,0,2,18,0,4,23,1,8,36
0,6,31,0,3,22,0,2,15,1,10,41,1,10,43,0,4,24,0,3,22,0,6,30,1,13,50,0,3,22,0,2,18,0,4,24,1,9,38
1,7,34,0,3,22,0,2,15,1,8,36,2,17,61,1,8,35,0,6,29,1,11,43,2,18,63,0,3,21,0,2,18,0,4,25,1,10,42
0,5,27,0,4,23,0,2,16,0,6,29,2,44,99,2,17,62,2,14,52,3,22,72,2,20,68,0,3,20,0,2,19,0,5,28,0,4,25
0,4,23,0,4,23,0,2,16,0,5,27,1,62,115,3,22,74,2,18,63,2,33,87,2,18,64,0,3,19,0,2,19,0,5,26,0,3,23
0,3,21,0,4,24,0,2,16,0,4,25,2,45,100,2,43,99,3,29,83,1,59,112,2,15,56,0,2,18,0,3,19,0,3,22,0,3,19
0,2,17,0,3,21,0,2,17,0,4,23,2,29,84,2,47,100,1,52,106,2,40,95,1,12,49,0,2,18,0,3,20,0,2,19,0,2,16
0,2,15,0,2,19,0,2,17,0,3,22,3,22,74,2,35,91,2,39,95,2,30,84,1,10,43,0,2,18,0,3,20,0,2,17,0,1,14
0,1,11,0,1,15,0,2,17,0,3,21,2,16,59,3,21,71,3,23,74,2,19,66,1,7,34,0,2,18,0,2,18,0,1,13,0,0,10
0,0,10,0,1,13,0,2,17,0,3,20,1,13,51,2,18,63,2,19,66,2,16,59,0,6,31,0,2,19,0,2,17,0,1,11,0,0,9
0,0,9,0,1,12,0,2,18,0,3,20,1,11,44,2,15,55,2,16,59,2,14,52,0,5,27,0,2,19,0,2,15,0,0,10,0,0,8
0,0,7,0,1,11,0,2,18,0,3,21,1,9,39,1,13,50,2,14,53,1,11,46,0,4,25,0,2,19,0,1,14,0,0,9,0,0,6
0,0,5,0,0,9,0,2,16,0,3,21,0,6,31,1,9,39,1,10,42,1,8,36,0,4,23,0,3,19,0,1,12,0,0,6,0,0,5
0,0,5,0,0,7,0,1,15,0,3,21,0,4,25,1,7,32,1,7,34,0,6,29,0,3,22,0,3,20,0,1,11,0,0,5,0,0,6
0,0,6,0,0,5,0,1,13,0,3,22,0,4,23,0,4,25,0,5,27,0,4,23,0,4,23,0,3,20,0,0,9,0,0,5,0,0,6
0,0,6,0,0,5,0,1,12,0,3,22,0,4,24,0,4,23,0,4,23,0,4,23,0,4,23,0,3,21,0,0,8,0,0,6,0,0,7
0,0,7,0,0,5,0,1,11,0,3,22,0,4,25,0,4,23,0,4,23,0,4,24,0,4,24,0,3,21,0,0,7,0,0,6,0,0,8
0,0,8,0,0,6,0,0,10,0,3,23,0,5,27,0,4,24,0,4,23,0,4,25,0,4,25,0,2,18,0,0,6,0,0,7,0,0,9
0,0,9,0,0,7,0,0,10,0,4,23,0,6,29,0,4,25,0,4,24,0,5,27,0,4,25,0,2,17,0,0,6,0,0,8,0,0,10
0,0,10,0,0,8,0,0,8,0,4,23,1,7,33,0,5,28,0,5,27,0,6,29,0,5,28,0,1,15,0,0,7,0,0,9,0,1,11
0,1,11,0,0,9,0,0,7,0,3,21,1,8,35,0,6,31,0,6,29,1,7,33,0,6,30,0,1,14,0,0,8,0,0,10,0,1,13
