0,0,0,0,0,0,255,0,0,221,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,221,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,221,0,0,221,0,0,0,0,0,0,0,0,0,0,0,221,0,1,1,1,0,221,0,0,0,0,0,0,0,0,0,0,0,221,0,0,221,0,0
0,0,0,0,0,0,255,0,0,221,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,221,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,39,235,29,0,221,0,0,0,0,0,0,0,0,0,0,0,221,0,0,221,0,0,221,0,0,0,0,0,0,0,0,0,0,0,221,0,255,255,255,0
0,0,0,0,0,0,255,0,0,221,0,0,216,216,216,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,221,0,0,216,216,216,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,255,255,255,0,221,0,0,221,0,255,255,255,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,255,255,255,0,221,0,0,221,0,255,255,255,0
0,0,0,0,0,0,255,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,0,221,0,0,221,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,221,0,0,221,0,255,255,255,0
0,0,0,0,0,0,255,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,221,0,0,221,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,221,0,0,221,0,0,0,0,0
0,0,0,0,0,0,255,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,0,0,0,0,0,0,255,255,255,0,221,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,0,221,0,0,221,0,255,255,255,0,0,0,0
0,0,0,0,0,0,255,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,255,255,255,0,221,0,0,221,0,255,255,255,0,0,0,0,0,0,0,0,0,255,255,255,0,221,0,0,221,0,255,255,255,0,0,0,0
0,0,0,0,0,0,255,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,255,255,255,0,221,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,221,0,0,221,0,214,214,214,0,0,0,0
0,0,0,0,0,0,255,0,255,255,255,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,255,255,255,0,0,221,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,255,255,255,0,221,0,0,221,0,0,0,0,0,0,0,255,255,255,0,221,0,0,221,0,255,255,255,0,0,0,14,14,14,0
0,0,0,0,0,0,255,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,221,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,7,7,255,255,255,0,0,0,255,255,255,0,221,0,0,221,0,255,255,255,0,0,0,18,233,8,0,221,0,0,221,0,255,255,255,0,0,0,158,255,140,0
